type of property,subtype of property,province,locality,postalCode,price,number of bedrooms,living area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building
HOUSE,HOUSE,Hainaut,Montignies-sur-Sambre,6061.0,65000.0,1,14,0.0,0.0,0,1.0,10.0,1.0,50.0,90.0,120.0,2.0,0,0
APARTMENT,APARTMENT,Brussels,Etterbeek,1040.0,185000.0,1,14,0.0,0.0,0,0.0,0.0,0.0,0.0,55.0,0.0,2.0,0,0
HOUSE,HOUSE,Liège,Huy,4500.0,99000.0,3,14,1.0,0.0,1,0.0,0.0,1.0,352.0,103.0,455.0,3.0,0,1
HOUSE,HOUSE,Liège,Flémalle,4400.0,179000.0,4,14,1.0,0.0,0,1.0,0.0,0.0,0.0,140.0,230.0,3.0,0,1
HOUSE,HOUSE,East Flanders,Sint-Lievens-Houtem,9520.0,199000.0,2,14,0.0,0.0,0,1.0,0.0,1.0,0.0,168.0,418.0,3.0,0,0
HOUSE,CHALET,Liège,Sprimont,4140.0,89000.0,1,14,0.0,0.0,0,1.0,25.0,1.0,40.0,42.0,184.0,4.0,0,0
HOUSE,HOUSE,Walloon Brabant,PETIT-ROSIÈRE,1367.0,385000.0,3,14,1.0,0.0,1,0.0,0.0,1.0,0.0,140.0,5530.0,4.0,0,0
HOUSE,HOUSE,Brussels,Brussels City,1020.0,600000.0,7,14,0.0,0.0,0,1.0,24.0,1.0,37.0,220.0,13.0,2.0,0,1
HOUSE,HOUSE,Liège,Chaudfontaine Vaux-sous-Chèvremont,4051.0,109000.0,2,14,0.0,0.0,0,1.0,15.0,1.0,125.0,110.0,205.0,3.0,0,0
HOUSE,HOUSE,Liège,Amay,4540.0,69000.0,2,14,0.0,0.0,0,0.0,0.0,0.0,0.0,78.0,50.0,2.0,0,0
HOUSE,HOUSE,West Flanders,Menen Rekkem,8930.0,189000.0,2,14,1.0,0.0,0,1.0,20.0,1.0,124.0,68.0,176.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Hoeilaart,1560.0,265000.0,2,14,0.0,0.0,0,1.0,32.0,1.0,16.0,75.0,80.0,2.0,0,1
HOUSE,HOUSE,East Flanders,Ronse,9600.0,119000.0,2,14,1.0,0.0,0,0.0,0.0,0.0,0.0,102.0,50.0,2.0,0,0
HOUSE,HOUSE,Brussels,Woluwe-Saint-Pierre,1150.0,525000.0,3,14,1.0,0.0,0,1.0,40.0,0.0,0.0,106.0,112.0,2.0,0,1
HOUSE,HOUSE,Liège,Seraing,4100.0,269000.0,3,14,1.0,0.0,0,1.0,15.0,1.0,120.0,110.0,231.0,3.0,1,1
HOUSE,HOUSE,Hainaut,Beaumont,6500.0,150000.0,2,14,1.0,0.0,0,1.0,13.0,0.0,0.0,115.0,80.0,2.0,0,1
HOUSE,COUNTRY_COTTAGE,Liège,Villers-le-Bouillet,4520.0,189000.0,3,14,0.0,0.0,1,0.0,0.0,1.0,1100.0,129.0,1225.0,3.0,0,0
HOUSE,CHALET,Hainaut,Froidchapelle,6440.0,75000.0,2,14,1.0,0.0,0,1.0,15.0,1.0,190.0,60.0,250.0,4.0,1,1
HOUSE,HOUSE,Liège,Grace-Hollogne,4460.0,259000.0,4,14,1.0,0.0,0,1.0,40.0,0.0,0.0,135.0,185.0,3.0,0,1
HOUSE,HOUSE,East Flanders,Gent,9000.0,272000.0,3,14,1.0,0.0,0,0.0,0.0,0.0,0.0,119.0,55.0,2.0,0,1
HOUSE,HOUSE,East Flanders,Ronse,9600.0,139500.0,3,14,0.0,0.0,0,1.0,10.0,1.0,600.0,100.0,760.0,2.0,0,0
HOUSE,HOUSE,Liège,Seraing,4100.0,159000.0,3,14,1.0,0.0,0,1.0,64.0,1.0,106.0,87.0,145.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Wezembeek-Oppem,1970.0,359000.0,2,14,0.0,0.0,0,1.0,10.0,1.0,150.0,89.0,257.0,2.0,0,1
HOUSE,HOUSE,Liège,OTHÉE,4340.0,269000.0,4,14,0.0,0.0,1,0.0,0.0,0.0,0.0,182.0,148.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Bruxelles,1000.0,315000.0,2,14,1.0,0.0,0,1.0,15.0,0.0,0.0,73.0,0.0,2.0,0,0
HOUSE,HOUSE,Flemish Brabant,Leuven,3000.0,348000.0,3,14,1.0,0.0,0,1.0,6.0,0.0,0.0,116.0,55.0,2.0,0,1
HOUSE,HOUSE,Liège,Verviers Ensival,4800.0,649000.0,3,14,1.0,0.0,0,1.0,110.0,0.0,0.0,181.0,1611.0,3.0,1,1
HOUSE,HOUSE,Walloon Brabant,Braine-l'Alleud,1420.0,375000.0,3,14,1.0,0.0,0,1.0,0.0,1.0,750.0,114.0,1089.0,3.0,0,0
HOUSE,HOUSE,Liège,Soumagne,4630.0,179000.0,3,14,0.0,0.0,0,0.0,0.0,0.0,0.0,122.0,240.0,2.0,0,0
HOUSE,HOUSE,Walloon Brabant,Grez-Doiceau,1390.0,349000.0,4,15,1.0,0.0,1,0.0,0.0,1.0,443.0,200.0,443.0,3.0,0,0
HOUSE,HOUSE,Flemish Brabant,Zaventem,1930.0,849999.0,4,15,0.0,0.0,0,1.0,0.0,0.0,0.0,330.0,2439.0,3.0,0,0
HOUSE,HOUSE,East Flanders,Geraardsbergen,9500.0,288000.0,3,15,1.0,0.0,1,1.0,16.0,1.0,180.0,150.0,285.0,3.0,0,1
HOUSE,HOUSE,Liège,Beyne-Heusay,4610.0,265000.0,5,15,0.0,0.0,0,1.0,20.0,1.0,400.0,125.0,600.0,3.0,0,0
HOUSE,HOUSE,Flemish Brabant,Zaventem,1930.0,849999.0,4,15,0.0,0.0,0,1.0,0.0,0.0,0.0,330.0,2439.0,3.0,0,0
APARTMENT,DUPLEX,Hainaut,Fleurus,6220.0,135000.0,2,15,1.0,0.0,1,0.0,0.0,0.0,0.0,100.0,0.0,3.0,0,1
HOUSE,HOUSE,Liège,Liege,4000.0,249000.0,4,15,0.0,0.0,0,1.0,33.0,1.0,60.0,242.0,163.0,2.0,0,1
HOUSE,HOUSE,Luxembourg,Aubange,6790.0,230000.0,3,15,1.0,0.0,0,1.0,25.0,1.0,765.0,120.0,825.0,2.0,0,1
HOUSE,HOUSE,Antwerp,Antwerp,2000.0,425000.0,7,15,0.0,0.0,1,1.0,12.0,1.0,26.0,205.0,88.0,2.0,0,0
HOUSE,HOUSE,Antwerp,Antwerpen,2170.0,345500.0,3,15,1.0,0.0,0,1.0,30.0,1.0,36.0,136.0,136.0,2.0,0,1
HOUSE,HOUSE,Liège,Liège,4000.0,380000.0,5,15,1.0,0.0,1,0.0,0.0,1.0,220.0,216.0,537.0,4.0,0,1
HOUSE,CHALET,Namur,Somme-Leuze,5377.0,135000.0,2,15,1.0,1.0,0,1.0,20.0,1.0,265.0,44.0,309.0,4.0,0,0
HOUSE,HOUSE,East Flanders,Gent,9000.0,219000.0,4,15,0.0,0.0,0,0.0,0.0,0.0,0.0,110.0,52.0,2.0,0,0
HOUSE,HOUSE,Liège,Montegnée,4420.0,287000.0,4,15,1.0,0.0,0,1.0,0.0,1.0,755.0,185.0,871.0,3.0,0,1
APARTMENT,APARTMENT,Brussels,Forest,1190.0,159000.0,1,15,0.0,0.0,0,1.0,3.0,0.0,0.0,55.0,0.0,3.0,0,0
HOUSE,HOUSE,Liège,Trooz,4870.0,149000.0,3,15,0.0,0.0,0,1.0,30.0,0.0,0.0,98.0,124.0,3.0,0,0
HOUSE,HOUSE,Flemish Brabant,Dilbeek,1700.0,379000.0,3,15,1.0,0.0,0,1.0,0.0,0.0,0.0,176.0,547.0,4.0,0,1
HOUSE,MIXED_USE_BUILDING,Antwerp,Antwerp,2000.0,425000.0,7,15,0.0,0.0,1,1.0,12.0,1.0,26.0,205.0,88.0,2.0,0,0
APARTMENT,FLAT_STUDIO,Brussels,Ixelles,1050.0,199000.0,0,15,0.0,0.0,0,1.0,5.0,0.0,0.0,21.0,0.0,2.0,0,1
HOUSE,HOUSE,Hainaut,Pont-à-Celles,6230.0,139000.0,2,15,0.0,0.0,0,1.0,10.0,1.0,350.0,140.0,450.0,2.0,0,0
HOUSE,HOUSE,Hainaut,Pont-a-Celles,6230.0,119000.0,2,15,1.0,0.0,0,0.0,0.0,0.0,0.0,80.0,65.0,2.0,0,1
HOUSE,MIXED_USE_BUILDING,East Flanders,Aalst,9300.0,398000.0,3,15,1.0,0.0,0,1.0,0.0,1.0,50.0,480.0,362.0,2.0,0,1
HOUSE,HOUSE,Liège,Seraing Ougrée,4102.0,70000.0,2,15,0.0,0.0,0,0.0,0.0,1.0,220.0,75.0,302.0,3.0,0,0
HOUSE,HOUSE,Brussels,Schaerbeek,1030.0,599000.0,8,15,0.0,0.0,0,1.0,15.0,1.0,90.0,285.0,185.0,2.0,0,0
HOUSE,HOUSE,Brussels,Brussels City,1020.0,500000.0,7,15,1.0,0.0,0,1.0,25.0,0.0,0.0,365.0,89.0,2.0,0,1
HOUSE,HOUSE,Hainaut,Anderlues,6150.0,219000.0,2,15,1.0,0.0,0,1.0,20.0,0.0,0.0,115.0,262.0,3.0,0,1
HOUSE,APARTMENT_BLOCK,Hainaut,Farciennes,6240.0,99000.0,3,15,0.0,0.0,1,1.0,20.0,0.0,0.0,146.0,0.0,3.0,0,1
APARTMENT,APARTMENT,East Flanders,Ronse,9600.0,169000.0,2,15,1.0,0.0,0,1.0,4.0,0.0,0.0,74.0,0.0,2.0,0,1
APARTMENT,APARTMENT,West Flanders,Beernem,8730.0,350000.0,2,15,1.0,0.0,0,1.0,42.0,0.0,0.0,120.0,0.0,2.0,0,1
HOUSE,HOUSE,Liège,Marchin,4570.0,89000.0,2,15,0.0,0.0,1,1.0,41.0,1.0,51.0,79.0,147.0,2.0,0,0
HOUSE,HOUSE,Luxembourg,Nassogne,6950.0,259000.0,3,15,0.0,0.0,0,1.0,21.0,1.0,1780.0,239.0,1876.0,3.0,0,1
HOUSE,HOUSE,Liège,Seraing Jemeppesur-Meuse,4101.0,150000.0,6,15,0.0,0.0,0,1.0,20.0,1.0,15.0,190.0,255.0,3.0,0,0
APARTMENT,APARTMENT,Brussels,Woluwe-Saint-Lambert,1200.0,229000.0,1,15,0.0,0.0,0,1.0,2.0,0.0,0.0,76.0,0.0,2.0,0,1
HOUSE,HOUSE,Antwerp,Mechelen,2800.0,497000.0,4,15,1.0,0.0,0,1.0,15.0,1.0,40.0,170.0,114.0,2.0,0,1
HOUSE,HOUSE,Walloon Brabant,Genappe,1470.0,235000.0,4,15,1.0,0.0,0,0.0,0.0,1.0,272.0,142.0,302.0,2.0,0,0
HOUSE,APARTMENT_BLOCK,Brussels,Schaerbeek,1030.0,495000.0,3,15,1.0,0.0,0,1.0,4.0,1.0,20.0,135.0,72.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Anderlecht,1070.0,169000.0,1,15,1.0,0.0,1,0.0,0.0,0.0,0.0,55.0,0.0,2.0,0,1
HOUSE,HOUSE,Hainaut,ChÃtelet Bouffioulx,6200.0,109900.0,2,15,1.0,0.0,0,1.0,13.0,0.0,0.0,60.0,70.0,2.0,0,1
HOUSE,HOUSE,Luxembourg,Bertrix,6880.0,175000.0,2,15,0.0,0.0,0,1.0,0.0,1.0,631.0,150.0,1068.0,3.0,0,1
HOUSE,HOUSE,Liège,Hannut Grand-Hallet,4280.0,99000.0,6,15,0.0,0.0,0,0.0,0.0,0.0,0.0,233.0,294.0,3.0,0,0
APARTMENT,APARTMENT,Brussels,Forest,1190.0,285000.0,2,15,1.0,0.0,0,1.0,3.0,0.0,0.0,78.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Evere,1140.0,260000.0,2,15,1.0,0.0,0,1.0,14.0,0.0,0.0,80.0,0.0,1.0,0,1
APARTMENT,PENTHOUSE,Liège,Liege,4000.0,149000.0,2,15,1.0,0.0,0,0.0,0.0,0.0,0.0,65.0,0.0,3.0,0,1
HOUSE,APARTMENT_BLOCK,Liège,Seraing,4100.0,99000.0,2,15,0.0,0.0,0,1.0,25.0,1.0,68.0,115.0,155.0,2.0,0,0
APARTMENT,PENTHOUSE,Liège,Amay,4540.0,299000.0,3,15,1.0,0.0,0,1.0,0.0,0.0,0.0,92.0,0.0,4.0,0,1
HOUSE,CHALET,Luxembourg,Durbuy,6940.0,135000.0,2,15,1.0,1.0,0,1.0,20.0,1.0,265.0,44.0,309.0,4.0,0,0
HOUSE,COUNTRY_COTTAGE,Liège,Modave,4577.0,199000.0,3,15,1.0,0.0,1,0.0,0.0,1.0,1340.0,168.0,1750.0,4.0,0,1
HOUSE,HOUSE,Brussels,Jette,1090.0,455000.0,4,15,1.0,0.0,0,0.0,0.0,1.0,42.0,171.0,112.0,2.0,0,1
HOUSE,HOUSE,Brussels,Neder-over-Heembeek,1120.0,399000.0,4,15,1.0,0.0,0,1.0,26.0,1.0,263.0,145.0,0.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Leuven Heverlee,3001.0,540000.0,2,15,1.0,0.0,0,1.0,0.0,0.0,0.0,169.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,420000.0,2,15,1.0,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,0,1
HOUSE,HOUSE,East Flanders,Gent,9000.0,349000.0,2,15,1.0,0.0,1,1.0,10.0,0.0,0.0,100.0,50.0,2.0,0,1
APARTMENT,APARTMENT,Flemish Brabant,Halle,1500.0,169000.0,2,15,0.0,0.0,1,1.0,2.0,0.0,0.0,78.0,0.0,3.0,0,0
HOUSE,HOUSE,Brussels,Etterbeek,1040.0,780000.0,5,15,1.0,0.0,0,1.0,3.0,1.0,33.0,233.0,100.0,2.0,0,0
HOUSE,HOUSE,Brussels,Schaerbeek,1030.0,495000.0,3,15,1.0,0.0,0,1.0,4.0,1.0,20.0,135.0,72.0,2.0,0,1
HOUSE,HOUSE,Brussels,Schaerbeek,1030.0,780000.0,5,15,1.0,0.0,0,1.0,3.0,1.0,33.0,233.0,100.0,2.0,0,0
HOUSE,HOUSE,Liège,Seraing,4102.0,199900.0,3,15,1.0,0.0,0,0.0,0.0,0.0,0.0,131.0,101.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Anderlecht,1070.0,155000.0,1,15,1.0,0.0,1,0.0,0.0,0.0,0.0,55.0,0.0,2.0,0,1
HOUSE,HOUSE,Liège,Grivegnée,4030.0,329000.0,4,15,1.0,0.0,0,0.0,0.0,0.0,0.0,324.0,176.0,2.0,0,1
HOUSE,HOUSE,Liège,Herstal,4040.0,110000.0,2,15,0.0,0.0,1,1.0,30.0,1.0,60.0,68.0,265.0,3.0,0,0
APARTMENT,APARTMENT,Flemish Brabant,Buizingen,1501.0,169000.0,2,15,0.0,0.0,1,1.0,2.0,0.0,0.0,78.0,0.0,3.0,0,0
HOUSE,TOWN_HOUSE,East Flanders,Aalst,9300.0,329000.0,3,15,1.0,0.0,0,1.0,0.0,0.0,0.0,202.0,270.0,2.0,0,1
HOUSE,HOUSE,Brussels,Etterbeek,1040.0,480000.0,4,15,1.0,0.0,0,0.0,0.0,1.0,87.0,189.0,135.0,2.0,0,0
HOUSE,EXCEPTIONAL_PROPERTY,Liège,Amay,4540.0,615000.0,6,15,1.0,0.0,0,1.0,52.0,1.0,1000.0,335.0,2491.0,4.0,0,1
HOUSE,HOUSE,Brussels,Bruxelles,1000.0,815000.0,5,15,1.0,0.0,0,0.0,0.0,1.0,50.0,214.0,103.0,2.0,0,0
HOUSE,HOUSE,Hainaut,Colfontaine,7340.0,162500.0,2,15,1.0,0.0,0,1.0,10.0,1.0,110.0,135.0,190.0,2.0,0,1
HOUSE,COUNTRY_COTTAGE,Liège,Amay,4540.0,319000.0,3,15,1.0,0.0,0,1.0,52.0,1.0,700.0,243.0,1080.0,4.0,0,1
HOUSE,MIXED_USE_BUILDING,Brussels,Laeken,1020.0,425000.0,2,15,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0,52.0,2.0,0,0
HOUSE,HOUSE,Hainaut,Farciennes,6240.0,99000.0,3,15,0.0,0.0,1,1.0,20.0,0.0,0.0,146.0,0.0,3.0,0,1
HOUSE,HOUSE,Liège,Marchin,4570.0,129500.0,2,16,0.0,0.0,1,1.0,30.0,1.0,0.0,90.0,275.0,2.0,0,0
HOUSE,HOUSE,Hainaut,Leval-Trahegnies,7134.0,110000.0,2,16,0.0,0.0,0,0.0,0.0,1.0,300.0,160.0,480.0,4.0,0,0
HOUSE,HOUSE,Hainaut,Les Bons Villers Mellet,6211.0,279900.0,2,16,1.0,0.0,0,1.0,0.0,0.0,0.0,140.0,410.0,3.0,0,1
HOUSE,HOUSE,Hainaut,Roux,6044.0,170000.0,3,16,1.0,0.0,0,1.0,30.0,1.0,70.0,145.0,220.0,2.0,0,1
HOUSE,HOUSE,Liège,Verviers,4800.0,219000.0,6,16,1.0,0.0,0,1.0,40.0,1.0,52.0,210.0,190.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Forest,1190.0,155000.0,1,16,1.0,0.0,0,0.0,0.0,0.0,0.0,49.0,0.0,2.0,0,0
HOUSE,APARTMENT_BLOCK,Namur,Sambreville,5060.0,960000.0,17,16,0.0,0.0,0,1.0,120.0,0.0,0.0,360.0,898.0,3.0,0,1
HOUSE,HOUSE,Namur,Namur,5000.0,115000.0,3,16,0.0,0.0,0,0.0,0.0,0.0,0.0,68.0,29.0,2.0,0,0
HOUSE,VILLA,West Flanders,Knokke-Heist,8300.0,5650000.0,6,16,1.0,0.0,0,1.0,40.0,1.0,449.0,404.0,561.0,4.0,0,1
HOUSE,HOUSE,Liège,Sprimont,4140.0,160000.0,1,16,0.0,0.0,0,1.0,0.0,1.0,140.0,70.0,259.0,3.0,0,0
HOUSE,HOUSE,Walloon Brabant,Braine-le-Chateau,1440.0,145000.0,2,16,0.0,0.0,0,1.0,9.0,0.0,0.0,64.0,43.0,3.0,0,0
HOUSE,HOUSE,East Flanders,Ronse,9600.0,175000.0,4,16,0.0,0.0,0,1.0,20.0,1.0,100.0,194.0,200.0,2.0,0,0
HOUSE,HOUSE,Walloon Brabant,Villers-la-Ville,1495.0,250000.0,2,16,1.0,0.0,0,1.0,6.0,1.0,296.0,106.0,388.0,3.0,0,0
HOUSE,HOUSE,Hainaut,Fleurus,6220.0,219000.0,3,16,1.0,0.0,1,1.0,0.0,0.0,0.0,110.0,0.0,2.0,0,1
HOUSE,HOUSE,West Flanders,Wielsbeke,8710.0,259000.0,2,16,1.0,0.0,0,1.0,40.0,1.0,195.0,279.0,279.0,2.0,0,0
HOUSE,HOUSE,Brussels,Anderlecht,1070.0,448000.0,4,16,1.0,0.0,0,1.0,16.0,1.0,14.0,150.0,130.0,2.0,0,1
HOUSE,HOUSE,East Flanders,Geraardsbergen,9500.0,125000.0,3,16,1.0,0.0,0,1.0,9.0,1.0,20.0,100.0,90.0,2.0,0,0
HOUSE,HOUSE,Brussels,Jette,1090.0,415000.0,4,16,1.0,0.0,0,1.0,0.0,0.0,0.0,180.0,94.0,2.0,0,0
HOUSE,HOUSE,Brussels,Uccle,1180.0,875000.0,4,16,1.0,0.0,0,1.0,10.0,1.0,60.0,200.0,0.0,2.0,0,0
HOUSE,HOUSE,Walloon Brabant,Braine-le-ChÃteau,1440.0,375000.0,3,16,1.0,0.0,0,1.0,25.0,1.0,250.0,142.0,563.0,2.0,0,1
HOUSE,HOUSE,Luxembourg,Paliseul,6850.0,209000.0,4,16,0.0,0.0,0,1.0,25.0,1.0,120.0,125.0,206.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Vilvoorde,1800.0,419000.0,3,16,1.0,0.0,1,1.0,49.0,1.0,140.0,189.0,240.0,2.0,0,1
HOUSE,HOUSE,Antwerp,Mechelen,2800.0,169000.0,2,16,1.0,0.0,0,0.0,0.0,0.0,0.0,58.0,32.0,2.0,0,0
HOUSE,APARTMENT_BLOCK,Liège,La Calamine,4720.0,235000.0,3,16,0.0,0.0,1,1.0,5.0,1.0,50.0,180.0,270.0,4.0,0,1
HOUSE,HOUSE,East Flanders,Ronse,9600.0,269000.0,3,16,1.0,0.0,0,1.0,15.0,1.0,0.0,194.0,434.0,2.0,0,0
APARTMENT,APARTMENT,Brussels,Forest,1190.0,250000.0,1,16,1.0,0.0,0,1.0,84.0,0.0,0.0,77.0,0.0,2.0,0,0
HOUSE,HOUSE,Liège,Beyne-Heusay,4610.0,419000.0,3,16,1.0,0.0,0,1.0,35.0,1.0,769.0,140.0,769.0,4.0,0,1
HOUSE,HOUSE,Luxembourg,Aubange,6790.0,460000.0,4,16,1.0,0.0,0,1.0,10.0,0.0,0.0,130.0,503.0,4.0,0,1
HOUSE,HOUSE,Walloon Brabant,Braine-l'Alleud,1420.0,525000.0,4,16,1.0,0.0,0,1.0,30.0,1.0,210.0,174.0,303.0,2.0,0,1
HOUSE,HOUSE,Liège,Oupeye,4680.0,119000.0,1,16,0.0,0.0,1,0.0,0.0,0.0,0.0,60.0,63.0,2.0,0,1
HOUSE,HOUSE,Liège,ROCOURT,4000.0,269000.0,4,16,1.0,0.0,1,1.0,20.0,0.0,0.0,130.0,242.0,3.0,0,1
HOUSE,HOUSE,Liège,Amay,4540.0,135000.0,1,16,0.0,0.0,1,1.0,0.0,1.0,0.0,70.0,540.0,2.0,0,1
HOUSE,HOUSE,Luxembourg,Herbeumont,6887.0,250000.0,4,16,1.0,0.0,0,1.0,18.0,1.0,862.0,148.0,1601.0,4.0,0,0
APARTMENT,APARTMENT,Walloon Brabant,Wavre,1300.0,150000.0,1,16,0.0,0.0,1,1.0,10.0,0.0,0.0,36.0,0.0,2.0,0,0
HOUSE,FARMHOUSE,Luxembourg,Libin,6890.0,179000.0,3,16,0.0,0.0,0,1.0,0.0,1.0,302.0,150.0,633.0,3.0,0,0
HOUSE,HOUSE,Brussels,Bruxelles,1020.0,595000.0,4,16,1.0,0.0,0,1.0,16.0,1.0,70.0,293.0,245.0,2.0,0,1
HOUSE,HOUSE,Liège,Saint-Nicolas,4420.0,198000.0,4,16,1.0,0.0,0,1.0,200.0,1.0,100.0,196.0,415.0,3.0,0,1
HOUSE,HOUSE,Hainaut,Marcinelle,6001.0,249000.0,4,16,1.0,0.0,0,1.0,50.0,1.0,550.0,203.0,1700.0,4.0,0,1
HOUSE,HOUSE,West Flanders,Heuvelland,8954.0,270000.0,4,16,1.0,0.0,0,0.0,0.0,0.0,0.0,204.0,410.0,3.0,0,1
HOUSE,HOUSE,Liège,Liege,4020.0,105000.0,2,16,0.0,0.0,0,0.0,0.0,0.0,0.0,75.0,36.0,2.0,0,1
HOUSE,APARTMENT_BLOCK,Liège,Ougrée,4102.0,229000.0,4,16,0.0,0.0,1,1.0,35.0,0.0,0.0,205.0,252.0,4.0,0,0
HOUSE,HOUSE,East Flanders,Gent,9000.0,370000.0,4,16,1.0,0.0,0,0.0,0.0,1.0,40.0,180.0,88.0,2.0,0,1
HOUSE,HOUSE,Brussels,Bruxelles,1000.0,1085000.0,5,16,1.0,0.0,0,1.0,0.0,1.0,200.0,305.0,0.0,2.0,0,1
HOUSE,HOUSE,Liège,Herstal,4040.0,209000.0,2,16,1.0,0.0,0,1.0,53.0,1.0,60.0,124.0,220.0,3.0,0,1
HOUSE,HOUSE,East Flanders,Denderleeuw,9470.0,325000.0,4,16,1.0,0.0,1,0.0,0.0,1.0,0.0,218.0,117.0,3.0,0,1
HOUSE,APARTMENT_BLOCK,Liège,Liège,4000.0,285000.0,3,16,0.0,0.0,0,1.0,12.0,1.0,150.0,280.0,240.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Forest,1190.0,199000.0,2,16,0.0,0.0,0,1.0,3.0,0.0,0.0,79.0,0.0,3.0,0,0
HOUSE,HOUSE,Hainaut,Pont-à-Celles,6230.0,275000.0,3,16,1.0,0.0,0,1.0,0.0,1.0,400.0,180.0,570.0,3.0,0,1
HOUSE,HOUSE,Brussels,Bruxelles,1000.0,595000.0,4,16,1.0,0.0,0,1.0,16.0,1.0,70.0,293.0,245.0,2.0,0,1
HOUSE,HOUSE,Liège,Liège,4000.0,285000.0,3,16,0.0,0.0,0,1.0,10.0,1.0,168.0,211.0,240.0,2.0,0,1
HOUSE,HOUSE,Brussels,Etterbeek,1040.0,1085000.0,5,16,1.0,0.0,0,1.0,0.0,1.0,200.0,305.0,0.0,2.0,0,1
HOUSE,HOUSE,Brussels,Bruxelles,1000.0,465000.0,4,16,1.0,0.0,0,1.0,48.0,0.0,0.0,229.0,110.0,2.0,0,1
HOUSE,HOUSE,Luxembourg,NeufchÃteau,6840.0,220000.0,3,16,0.0,0.0,0,1.0,42.0,1.0,200.0,172.0,370.0,3.0,0,0
APARTMENT,APARTMENT,Brussels,Sint-Jans-Molenbeek,1080.0,198000.0,2,16,1.0,0.0,0,0.0,0.0,0.0,0.0,74.0,0.0,2.0,0,1
HOUSE,HOUSE,Namur,Rochefort Lessive,5580.0,100000.0,3,16,0.0,0.0,0,0.0,0.0,0.0,0.0,160.0,216.0,3.0,0,0
HOUSE,HOUSE,Hainaut,Pont-a-Celles,6230.0,169500.0,3,16,0.0,0.0,0,1.0,10.0,1.0,70.0,100.0,154.0,2.0,0,1
HOUSE,HOUSE,Liège,Liège,4030.0,480000.0,4,16,1.0,0.0,0,1.0,120.0,1.0,1450.0,200.0,2183.0,4.0,0,1
HOUSE,HOUSE,Brussels,Auderghem,1160.0,750000.0,6,16,1.0,0.0,0,1.0,20.0,1.0,140.0,191.0,0.0,2.0,0,1
HOUSE,MIXED_USE_BUILDING,Liège,Trooz,4870.0,179000.0,3,16,0.0,0.0,0,1.0,11.0,1.0,100.0,170.0,224.0,2.0,0,0
HOUSE,MIXED_USE_BUILDING,East Flanders,Ronse,9600.0,249000.0,2,16,0.0,0.0,0,0.0,0.0,0.0,0.0,250.0,470.0,2.0,0,0
APARTMENT,GROUND_FLOOR,Hainaut,Fontaine-l'Évêque,6140.0,199000.0,2,16,1.0,0.0,0,1.0,32.0,1.0,58.0,106.0,0.0,2.0,0,1
HOUSE,HOUSE,Brussels,Watermael-Boitsfort,1170.0,695000.0,5,16,1.0,0.0,0,0.0,0.0,1.0,175.0,230.0,270.0,2.0,0,0
HOUSE,HOUSE,Hainaut,Charleroi,6042.0,135000.0,3,16,0.0,0.0,0,1.0,0.0,0.0,0.0,103.0,80.0,2.0,0,1
APARTMENT,FLAT_STUDIO,Brussels,Uccle,1180.0,159000.0,0,16,0.0,0.0,1,0.0,0.0,0.0,0.0,29.0,0.0,2.0,0,1
HOUSE,HOUSE,Hainaut,WADELINCOURT,7971.0,125000.0,2,16,1.0,0.0,1,1.0,0.0,0.0,0.0,100.0,178.0,3.0,0,1
HOUSE,HOUSE,Liège,Ferrières Werbomont,4190.0,249000.0,3,16,0.0,0.0,0,1.0,70.0,1.0,30.0,150.0,270.0,3.0,0,1
HOUSE,HOUSE,Liège,Herstal Vottem,4041.0,149000.0,2,16,0.0,0.0,0,0.0,0.0,1.0,304.0,114.0,422.0,4.0,0,0
HOUSE,HOUSE,Liège,Liege,4020.0,189000.0,4,16,0.0,0.0,0,1.0,14.0,0.0,0.0,113.0,110.0,3.0,0,1
HOUSE,VILLA,Hainaut,Charleroi Lodelinsart,6042.0,185000.0,3,16,1.0,0.0,0,1.0,0.0,0.0,0.0,160.0,470.0,4.0,0,0
HOUSE,HOUSE,Brussels,Laeken,1020.0,465000.0,4,16,1.0,0.0,0,1.0,48.0,0.0,0.0,229.0,110.0,2.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Flemish Brabant,Overijse,3090.0,595000.0,4,16,1.0,0.0,0,1.0,21.0,1.0,1521.0,213.0,2177.0,4.0,0,0
