type of property,subtype of property,province,locality,postalCode,price,number of bedrooms,living area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building
HOUSE,HOUSE,West Flanders,Knokke-Heist,8300.0,1250000.0,5,0,1.0,0.0,0,1.0,0.0,0.0,0.0,182.0,145.0,2.0,0,1
HOUSE,APARTMENT_BLOCK,Antwerp,Antwerp,2000.0,1250000.0,5,0,1.0,0.0,1,0.0,0.0,0.0,0.0,329.0,0.0,2.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Luxembourg,Filly (Houffalize),6660.0,1250000.0,7,0,1.0,1.0,0,1.0,60.0,0.0,0.0,500.0,14527.0,4.0,1,1
APARTMENT,APARTMENT,West Flanders,Knokke-Heist,8300.0,1250000.0,3,0,1.0,0.0,0,1.0,0.0,0.0,0.0,103.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,1250000.0,4,0,0.0,0.0,0,1.0,36.0,0.0,0.0,300.0,0.0,2.0,0,0
HOUSE,EXCEPTIONAL_PROPERTY,West Flanders,Brugge Sint-Michiels,8200.0,1250000.0,4,0,0.0,0.0,0,1.0,0.0,0.0,0.0,557.0,4416.0,4.0,0,0
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,1250000.0,2,0,1.0,0.0,1,1.0,15.0,1.0,124.0,217.0,0.0,2.0,0,1
HOUSE,VILLA,Antwerp,Bonheiden,2820.0,1095000.0,3,0,1.0,0.0,1,1.0,108.0,0.0,0.0,401.0,3200.0,4.0,0,1
HOUSE,APARTMENT_BLOCK,Antwerp,Antwerp,2000.0,1195000.0,6,0,1.0,0.0,0,1.0,0.0,0.0,0.0,275.0,70.0,2.0,0,1
HOUSE,HOUSE,West Flanders,BEVEREN- LEIE,8791.0,1150000.0,15,0,1.0,0.0,1,1.0,0.0,0.0,0.0,650.0,545.0,2.0,0,0
HOUSE,EXCEPTIONAL_PROPERTY,Liège,Liège Rocourt,4000.0,1150000.0,5,0,1.0,0.0,0,1.0,0.0,0.0,0.0,510.0,6996.0,4.0,1,1
HOUSE,HOUSE,Brussels,Uccle,1180.0,1145000.0,5,0,1.0,0.0,1,0.0,0.0,1.0,51.0,361.0,155.0,2.0,0,0
HOUSE,MIXED_USE_BUILDING,Flemish Brabant,PEUTIE,1800.0,1145000.0,6,0,0.0,0.0,1,1.0,16.0,0.0,0.0,474.0,246.0,3.0,0,0
HOUSE,MIXED_USE_BUILDING,West Flanders,BEVEREN- LEIE,8791.0,1150000.0,15,0,1.0,0.0,1,1.0,0.0,0.0,0.0,650.0,545.0,2.0,0,0
HOUSE,VILLA,East Flanders,Drongen,9031.0,1125000.0,4,0,1.0,0.0,1,1.0,0.0,1.0,0.0,430.0,1028.0,4.0,1,0
HOUSE,HOUSE,Brussels,Ixelles,1050.0,1120000.0,5,0,1.0,0.0,0,1.0,0.0,0.0,0.0,350.0,174.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Schaerbeek,1030.0,1100000.0,4,0,1.0,0.0,0,0.0,0.0,0.0,0.0,337.0,0.0,2.0,0,1
HOUSE,CASTLE,Liège,Plombières,4850.0,1100000.0,11,0,1.0,0.0,0,1.0,0.0,0.0,0.0,850.0,15000.0,4.0,1,0
HOUSE,EXCEPTIONAL_PROPERTY,Walloon Brabant,Grez-Doiceau,1390.0,1100000.0,4,0,1.0,0.0,0,1.0,0.0,0.0,0.0,240.0,3528.0,4.0,0,1
HOUSE,HOUSE,West Flanders,Knokke-Heist,8300.0,1100000.0,4,0,1.0,0.0,0,1.0,25.0,1.0,371.0,216.0,587.0,4.0,0,1
HOUSE,HOUSE,Namur,WÉPION,5100.0,1100000.0,7,0,1.0,0.0,1,0.0,0.0,1.0,290.0,363.0,0.0,4.0,0,1
HOUSE,HOUSE,Brussels,Watermael-Boitsfort,1170.0,1100000.0,4,0,1.0,0.0,0,1.0,0.0,1.0,60.0,248.0,150.0,2.0,0,1
HOUSE,VILLA,Brussels,Uccle,1180.0,1195000.0,4,0,1.0,0.0,1,1.0,0.0,1.0,0.0,267.0,777.0,4.0,0,1
HOUSE,HOUSE,Antwerp,Zoersel,2980.0,1150000.0,3,0,1.0,0.0,1,1.0,0.0,1.0,0.0,304.0,2800.0,4.0,1,1
HOUSE,MANOR_HOUSE,East Flanders,Maarkedal,9680.0,1150000.0,3,0,1.0,0.0,1,1.0,0.0,0.0,0.0,200.0,5610.0,4.0,1,1
HOUSE,VILLA,Antwerp,LIPPELO,2890.0,1195000.0,4,0,1.0,0.0,1,0.0,0.0,1.0,0.0,512.0,12027.0,4.0,1,1
HOUSE,HOUSE,Brussels,Uccle,1180.0,1190000.0,5,0,1.0,0.0,0,1.0,0.0,0.0,0.0,369.0,530.0,4.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Anderlecht,1070.0,1190000.0,13,0,1.0,0.0,0,1.0,10.0,0.0,0.0,600.0,200.0,2.0,0,1
HOUSE,HOUSE,Antwerp,Antwerp,2018.0,1185000.0,6,0,1.0,0.0,1,1.0,35.0,1.0,45.0,485.0,165.0,2.0,0,0
HOUSE,VILLA,Walloon Brabant,Waterloo,1410.0,1180000.0,6,0,1.0,0.0,0,1.0,35.0,1.0,1461.0,500.0,1461.0,4.0,0,0
HOUSE,MIXED_USE_BUILDING,Antwerp,Brasschaat,2930.0,1175000.0,2,0,1.0,0.0,0,1.0,0.0,0.0,0.0,280.0,1009.0,4.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Auderghem,1160.0,1150000.0,4,0,0.0,0.0,0,1.0,0.0,1.0,120.0,500.0,263.0,3.0,0,1
HOUSE,HOUSE,East Flanders,Gent,9000.0,1150000.0,4,0,1.0,0.0,0,1.0,0.0,0.0,0.0,279.0,86.0,2.0,0,1
APARTMENT,APARTMENT,West Flanders,BEVEREN- LEIE,8791.0,1150000.0,15,0,1.0,0.0,1,1.0,0.0,0.0,0.0,650.0,0.0,2.0,0,0
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,1150000.0,4,0,1.0,0.0,0,1.0,18.0,0.0,0.0,275.0,0.0,2.0,0,0
HOUSE,OTHER_PROPERTY,East Flanders,WANNEGEM-LEDE,9772.0,935000.0,6,0,1.0,0.0,1,1.0,0.0,0.0,0.0,552.0,1577.0,4.0,0,1
APARTMENT,APARTMENT,West Flanders,Knokke-Heist,8300.0,935000.0,2,0,1.0,1.0,0,1.0,0.0,0.0,0.0,60.0,0.0,2.0,0,1
HOUSE,HOUSE,East Flanders,Kruisem,9750.0,935000.0,6,0,1.0,0.0,1,1.0,0.0,0.0,0.0,552.0,1577.0,4.0,0,1
HOUSE,HOUSE,Luxembourg,Attert,6717.0,830000.0,4,0,1.0,0.0,1,1.0,0.0,1.0,0.0,319.0,1310.0,4.0,0,1
HOUSE,MIXED_USE_BUILDING,Walloon Brabant,Waterloo,1410.0,830000.0,3,0,1.0,0.0,0,1.0,0.0,0.0,0.0,280.0,183.0,3.0,0,1
HOUSE,VILLA,East Flanders,Wachtebeke,9185.0,829000.0,5,0,0.0,0.0,1,1.0,0.0,1.0,0.0,323.0,3902.0,4.0,0,1
HOUSE,VILLA,East Flanders,Wachtebeke,9185.0,829000.0,5,0,0.0,0.0,1,1.0,0.0,1.0,0.0,323.0,3902.0,4.0,0,1
HOUSE,VILLA,West Flanders,Oudenburg,8460.0,825000.0,4,0,1.0,0.0,1,0.0,0.0,1.0,2202.0,445.0,2442.0,4.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Etterbeek,1040.0,825000.0,5,0,1.0,0.0,0,1.0,0.0,1.0,30.0,255.0,107.0,2.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Bruxelles,1000.0,825000.0,5,0,1.0,0.0,0,1.0,0.0,1.0,30.0,255.0,107.0,2.0,0,1
HOUSE,VILLA,Hainaut,Petit-Enghien,7850.0,825000.0,5,0,1.0,0.0,0,1.0,0.0,1.0,2450.0,260.0,2450.0,4.0,0,1
HOUSE,HOUSE,Liège,Clavier Ocquier,4560.0,825000.0,6,0,1.0,0.0,0,0.0,0.0,1.0,2800.0,550.0,3208.0,3.0,0,1
HOUSE,HOUSE,Flemish Brabant,Kapelle-op-den-Bos,1880.0,830000.0,6,0,1.0,0.0,1,1.0,0.0,0.0,0.0,304.0,1180.0,4.0,0,1
HOUSE,APARTMENT_BLOCK,Flemish Brabant,Heverlee,3001.0,825000.0,1,0,1.0,0.0,1,0.0,0.0,1.0,0.0,139.0,411.0,3.0,0,1
HOUSE,HOUSE,Flemish Brabant,Grimbergen,1850.0,825000.0,2,0,0.0,0.0,1,1.0,0.0,0.0,0.0,900.0,3479.0,2.0,0,0
HOUSE,VILLA,Walloon Brabant,Waterloo,1410.0,825000.0,4,0,1.0,0.0,0,1.0,0.0,1.0,809.0,240.0,809.0,4.0,0,1
HOUSE,COUNTRY_COTTAGE,West Flanders,Roesbrugge-Haringe,8972.0,820000.0,5,0,1.0,0.0,1,1.0,0.0,1.0,0.0,310.0,10030.0,4.0,0,1
HOUSE,VILLA,East Flanders,Evergem,9940.0,820000.0,4,0,1.0,0.0,0,0.0,0.0,0.0,0.0,250.0,552.0,4.0,0,1
HOUSE,VILLA,Limburg,Tessenderlo,3980.0,819000.0,4,0,1.0,0.0,1,0.0,0.0,1.0,0.0,369.0,1320.0,4.0,0,0
HOUSE,VILLA,West Flanders,Tielt,8700.0,819000.0,5,0,1.0,0.0,0,1.0,0.0,1.0,0.0,388.0,1288.0,4.0,0,1
APARTMENT,APARTMENT,Brussels,Bruxelles,1000.0,810000.0,2,0,1.0,0.0,0,1.0,6.0,0.0,0.0,126.0,0.0,2.0,1,1
HOUSE,HOUSE,Namur,Hastière-par-delà,5541.0,800000.0,5,0,1.0,1.0,1,0.0,0.0,0.0,0.0,409.0,2615.0,0.0,1,0
HOUSE,VILLA,Flemish Brabant,Meise,1861.0,825000.0,6,0,1.0,0.0,1,1.0,0.0,0.0,0.0,301.0,549.0,4.0,0,1
HOUSE,HOUSE,Brussels,Bruxelles,1000.0,799000.0,6,0,1.0,0.0,0,1.0,0.0,1.0,35.0,208.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,835000.0,3,0,1.0,0.0,0,1.0,10.0,0.0,0.0,190.0,0.0,3.0,0,1
HOUSE,MIXED_USE_BUILDING,West Flanders,Oostkamp,8020.0,849000.0,4,0,1.0,0.0,1,1.0,0.0,1.0,0.0,267.0,2500.0,4.0,0,0
HOUSE,APARTMENT_BLOCK,Brussels,Bruxelles,1000.0,849000.0,5,0,1.0,1.0,0,1.0,20.0,0.0,0.0,230.0,230.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Gooik,1755.0,849000.0,4,0,1.0,0.0,1,1.0,0.0,0.0,0.0,346.0,1709.0,4.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Laeken,1020.0,849000.0,6,0,1.0,0.0,0,1.0,15.0,1.0,40.0,300.0,185.0,2.0,0,1
HOUSE,HOUSE,West Flanders,Knokke-Heist,8300.0,845000.0,4,0,1.0,0.0,0,1.0,0.0,0.0,0.0,208.0,248.0,2.0,0,1
HOUSE,HOUSE,Brussels,Etterbeek,1040.0,845000.0,6,0,1.0,0.0,0,1.0,24.0,1.0,250.0,252.0,400.0,4.0,0,0
HOUSE,VILLA,Walloon Brabant,Waterloo,1410.0,845000.0,4,0,1.0,0.0,0,1.0,110.0,1.0,600.0,185.0,729.0,4.0,1,1
HOUSE,VILLA,Liège,Spa,4900.0,845000.0,3,0,1.0,0.0,0,1.0,0.0,0.0,0.0,346.0,3375.0,4.0,0,0
HOUSE,HOUSE,Antwerp,Mortsel,2640.0,840000.0,4,0,1.0,0.0,0,1.0,0.0,0.0,0.0,310.0,756.0,2.0,0,1
HOUSE,HOUSE,Brussels,Woluwe-Saint-Lambert,1200.0,840000.0,4,0,1.0,0.0,0,1.0,18.0,1.0,65.0,225.0,130.0,2.0,0,1
APARTMENT,APARTMENT,Antwerp,Kapellen,2950.0,840000.0,3,0,1.0,0.0,0,1.0,0.0,0.0,0.0,275.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Brussels City,1000.0,840000.0,3,0,1.0,0.0,0,1.0,10.0,0.0,0.0,160.0,0.0,2.0,0,1
HOUSE,COUNTRY_COTTAGE,East Flanders,Sint-Niklaas,9100.0,849000.0,5,0,1.0,0.0,0,1.0,0.0,1.0,10000.0,380.0,11052.0,4.0,0,1
HOUSE,VILLA,West Flanders,WAKKEN,8720.0,799000.0,5,0,1.0,0.0,1,1.0,0.0,0.0,0.0,505.0,2023.0,4.0,0,1
APARTMENT,DUPLEX,West Flanders,Knokke-Heist,8300.0,795000.0,2,0,1.0,0.0,0,1.0,0.0,0.0,0.0,85.0,0.0,2.0,0,1
HOUSE,VILLA,Antwerp,Lichtaart,2460.0,795000.0,3,0,1.0,0.0,1,1.0,0.0,1.0,0.0,281.0,1170.0,4.0,1,1
HOUSE,EXCEPTIONAL_PROPERTY,Walloon Brabant,BOUSVAL,1470.0,795000.0,8,0,1.0,0.0,1,0.0,0.0,0.0,0.0,400.0,4841.0,4.0,0,0
HOUSE,HOUSE,Brussels,Ixelles,1050.0,795000.0,3,0,1.0,0.0,0,0.0,0.0,0.0,0.0,330.0,155.0,4.0,0,1
APARTMENT,APARTMENT,West Flanders,Oostende,8400.0,795000.0,3,0,1.0,0.0,0,1.0,4.0,0.0,0.0,165.0,0.0,2.0,0,1
APARTMENT,APARTMENT,West Flanders,Knokke-Heist Knokke,8300.0,795000.0,2,0,1.0,1.0,0,1.0,0.0,0.0,0.0,72.0,0.0,2.0,0,1
APARTMENT,TRIPLEX,West Flanders,Knokke-Heist,8301.0,795000.0,4,0,1.0,0.0,0,0.0,0.0,0.0,0.0,115.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Woluwe-Saint-Pierre,1150.0,795000.0,3,0,1.0,0.0,0,1.0,22.0,0.0,0.0,120.0,0.0,2.0,0,1
HOUSE,COUNTRY_COTTAGE,Walloon Brabant,Beauvechain,1320.0,795000.0,3,0,1.0,0.0,1,0.0,0.0,1.0,0.0,285.0,1109.0,4.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Saint-Gilles,1060.0,795000.0,6,0,0.0,0.0,0,0.0,0.0,1.0,12.0,450.0,190.0,2.0,0,0
HOUSE,HOUSE,Brussels,Woluwe-Saint-Pierre,1150.0,795000.0,3,0,1.0,0.0,0,1.0,20.0,1.0,145.0,190.0,311.0,3.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Brussels City,1020.0,795000.0,6,0,0.0,0.0,1,1.0,0.0,0.0,0.0,390.0,246.0,2.0,0,0
HOUSE,VILLA,East Flanders,Zulte,9870.0,795000.0,4,0,1.0,0.0,1,0.0,0.0,0.0,0.0,250.0,1275.0,4.0,1,1
HOUSE,HOUSE,Brussels,Brussels City,1020.0,795000.0,6,0,0.0,0.0,1,1.0,0.0,0.0,0.0,390.0,246.0,2.0,0,0
APARTMENT,DUPLEX,Brussels,Ixelles,1050.0,795000.0,3,0,1.0,0.0,0,0.0,0.0,0.0,0.0,330.0,0.0,4.0,0,1
HOUSE,MIXED_USE_BUILDING,Walloon Brabant,Ottignies-Louvain-la-Neuve,1340.0,795000.0,3,0,1.0,0.0,0,1.0,15.0,1.0,200.0,509.0,639.0,4.0,0,1
HOUSE,VILLA,East Flanders,Gent Zwijnaarde,9052.0,799000.0,5,0,1.0,0.0,0,1.0,0.0,0.0,0.0,341.0,1249.0,4.0,1,0
HOUSE,MIXED_USE_BUILDING,Luxembourg,Bastogne,6600.0,799000.0,2,0,1.0,0.0,0,1.0,31.0,1.0,906.0,400.0,1150.0,4.0,0,1
HOUSE,HOUSE,West Flanders,De Haan,8420.0,799000.0,3,0,1.0,0.0,0,1.0,0.0,1.0,0.0,314.0,7166.0,4.0,0,1
HOUSE,HOUSE,East Flanders,Drongen,9031.0,799000.0,5,0,1.0,0.0,1,0.0,0.0,0.0,0.0,379.0,1925.0,4.0,0,0
HOUSE,HOUSE,Brussels,Woluwe-Saint-Lambert,1200.0,795000.0,6,0,0.0,0.0,0,1.0,0.0,1.0,105.0,400.0,360.0,2.0,0,0
APARTMENT,PENTHOUSE,West Flanders,Knokke-Heist,8300.0,795000.0,2,0,1.0,0.0,0,1.0,0.0,0.0,0.0,72.0,0.0,2.0,0,0
HOUSE,HOUSE,Brussels,Woluwe-Saint-Pierre,1150.0,795000.0,5,0,1.0,0.0,0,1.0,0.0,1.0,115.0,269.0,304.0,3.0,0,0
APARTMENT,GROUND_FLOOR,Liège,Liege,4000.0,795000.0,3,0,1.0,0.0,0,1.0,100.0,0.0,0.0,192.0,0.0,2.0,0,1
HOUSE,MIXED_USE_BUILDING,Brussels,Saint-Gilles,1060.0,795000.0,6,0,1.0,0.0,0,0.0,0.0,1.0,20.0,300.0,250.0,2.0,0,1
HOUSE,HOUSE,Antwerp,Mechelen,2800.0,795000.0,3,0,1.0,0.0,1,1.0,26.0,0.0,0.0,211.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Sint-Pieters-Woluwe,1150.0,795000.0,4,0,1.0,0.0,0,1.0,0.0,0.0,0.0,253.0,0.0,2.0,0,1
HOUSE,COUNTRY_COTTAGE,East Flanders,Sint-Niklaas Belsele,9111.0,849000.0,5,0,1.0,0.0,0,1.0,0.0,1.0,10000.0,380.0,11052.0,4.0,0,1
APARTMENT,GROUND_FLOOR,Brussels,Uccle,1180.0,850000.0,3,0,1.0,0.0,0,1.0,230.0,1.0,200.0,170.0,0.0,4.0,0,1
HOUSE,VILLA,East Flanders,ERTVELDE,9940.0,850000.0,5,0,0.0,0.0,1,0.0,0.0,1.0,1635.0,340.0,2067.0,4.0,0,0
HOUSE,APARTMENT_BLOCK,Brussels,Ixelles,1050.0,895000.0,6,0,1.0,0.0,0,0.0,0.0,1.0,75.0,350.0,172.0,2.0,0,1
HOUSE,HOUSE,West Flanders,Wenduine,8420.0,895000.0,7,0,1.0,0.0,0,1.0,0.0,1.0,0.0,257.0,264.0,3.0,0,1
HOUSE,MIXED_USE_BUILDING,East Flanders,Erpe-Mere,9420.0,895000.0,0,0,1.0,0.0,0,1.0,0.0,0.0,0.0,416.0,2552.0,4.0,0,1
APARTMENT,GROUND_FLOOR,Brussels,Uccle,1180.0,895000.0,3,0,1.0,0.0,0,1.0,20.0,0.0,0.0,234.0,0.0,2.0,0,1
APARTMENT,APARTMENT,Antwerp,Antwerp,2000.0,895000.0,3,0,1.0,0.0,1,1.0,200.0,0.0,0.0,325.0,0.0,3.0,0,1
HOUSE,VILLA,Antwerp,Kapellen,2950.0,895000.0,6,0,1.0,0.0,1,0.0,0.0,1.0,0.0,394.0,3282.0,4.0,0,1
HOUSE,VILLA,East Flanders,Meerdonk,9170.0,895000.0,4,0,1.0,0.0,1,1.0,0.0,1.0,0.0,340.0,3618.0,4.0,0,1
HOUSE,VILLA,Brussels,BRUXELLES,1020.0,895000.0,6,0,1.0,0.0,1,1.0,100.0,1.0,320.0,438.0,674.0,4.0,0,1
HOUSE,VILLA,Walloon Brabant,Grez-Doiceau,1390.0,895000.0,4,0,1.0,0.0,0,1.0,0.0,0.0,0.0,220.0,4918.0,4.0,0,1
APARTMENT,APARTMENT,Brussels,Bruxelles,1000.0,890000.0,3,0,1.0,0.0,1,0.0,0.0,0.0,0.0,216.0,0.0,2.0,0,1
HOUSE,MANSION,Antwerp,Brasschaat,2930.0,895000.0,4,0,1.0,0.0,1,1.0,0.0,1.0,0.0,430.0,1650.0,4.0,0,1
HOUSE,VILLA,Liège,Seraing Boncelles,4100.0,890000.0,4,0,1.0,0.0,0,1.0,100.0,1.0,6541.0,315.0,6541.0,4.0,1,1
HOUSE,COUNTRY_COTTAGE,East Flanders,Kruisem,9750.0,935000.0,6,0,1.0,0.0,1,1.0,0.0,0.0,0.0,552.0,1577.0,4.0,0,1
HOUSE,COUNTRY_COTTAGE,East Flanders,WANNEGEM-LEDE,9772.0,935000.0,6,0,1.0,0.0,1,1.0,0.0,0.0,0.0,552.0,1577.0,4.0,0,1
HOUSE,OTHER_PROPERTY,East Flanders,Kruisem,9750.0,935000.0,6,0,1.0,0.0,1,1.0,0.0,0.0,0.0,552.0,1577.0,4.0,0,1
HOUSE,VILLA,Flemish Brabant,Asse,1730.0,925000.0,4,0,1.0,0.0,1,1.0,40.0,1.0,10.0,352.0,1400.0,4.0,1,1
HOUSE,VILLA,Limburg,Halen,3545.0,925000.0,4,0,1.0,0.0,1,0.0,0.0,1.0,0.0,250.0,10420.0,4.0,0,0
HOUSE,APARTMENT_BLOCK,Brussels,Etterbeek,1040.0,925000.0,4,0,1.0,0.0,0,1.0,32.0,0.0,0.0,270.0,130.0,2.0,0,1
HOUSE,HOUSE,Brussels,Woluwe-St-Pierre,1150.0,925000.0,4,0,1.0,0.0,1,1.0,0.0,1.0,218.0,215.0,218.0,2.0,0,1
HOUSE,VILLA,West Flanders,HULSTE,8531.0,920000.0,5,0,1.0,0.0,1,0.0,0.0,0.0,0.0,450.0,1336.0,4.0,0,1
HOUSE,VILLA,Walloon Brabant,Terhulpen,1310.0,920000.0,4,0,1.0,0.0,0,1.0,24.0,1.0,800.0,280.0,1442.0,4.0,0,1
HOUSE,HOUSE,Antwerp,Antwerp,2020.0,910000.0,5,0,1.0,0.0,0,1.0,18.0,1.0,131.0,310.0,242.0,2.0,0,1
HOUSE,HOUSE,Antwerp,Antwerp,2018.0,910000.0,5,0,1.0,0.0,0,1.0,18.0,1.0,131.0,310.0,242.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Ixelles,1050.0,905000.0,3,0,1.0,0.0,1,0.0,0.0,0.0,0.0,222.0,0.0,2.0,0,1
APARTMENT,LOFT,Brussels,Bruxelles,1000.0,900000.0,0,0,1.0,0.0,0,1.0,33.0,0.0,0.0,378.0,0.0,2.0,0,0
HOUSE,VILLA,Flemish Brabant,Wezembeek-Oppem,1970.0,900000.0,5,0,1.0,0.0,0,1.0,20.0,1.0,350.0,290.0,435.0,4.0,0,1
HOUSE,HOUSE,Brussels,Uccle,1180.0,900000.0,7,0,0.0,0.0,0,1.0,0.0,0.0,0.0,361.0,200.0,2.0,0,1
HOUSE,APARTMENT_BLOCK,West Flanders,Beernem,8730.0,899000.0,8,0,1.0,0.0,1,1.0,0.0,0.0,0.0,304.0,198.0,2.0,0,1
HOUSE,VILLA,Flemish Brabant,Wolvertem,1861.0,899000.0,4,0,1.0,0.0,1,1.0,25.0,1.0,2500.0,389.0,3264.0,4.0,0,1
HOUSE,APARTMENT_BLOCK,West Flanders,Beernem,8730.0,899000.0,8,0,1.0,0.0,1,1.0,0.0,0.0,0.0,304.0,198.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Bruxelles ville,1000.0,890000.0,4,0,1.0,0.0,0,1.0,11.0,0.0,0.0,185.0,0.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,STEENHUFFEL,1840.0,890000.0,3,0,1.0,0.0,1,0.0,0.0,1.0,0.0,248.0,2559.0,4.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Ixelles,1050.0,850000.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,240.0,45.0,2.0,0,0
HOUSE,EXCEPTIONAL_PROPERTY,Antwerp,Schoten,2900.0,850000.0,5,0,0.0,0.0,0,0.0,0.0,1.0,3230.0,420.0,3653.0,4.0,1,0
HOUSE,EXCEPTIONAL_PROPERTY,Liège,Juprelle,4458.0,850000.0,6,0,1.0,0.0,0,0.0,0.0,0.0,0.0,636.0,5431.0,4.0,0,1
HOUSE,HOUSE,Brussels,Schaerbeek,1030.0,850000.0,5,0,1.0,0.0,0,1.0,0.0,1.0,100.0,300.0,180.0,2.0,0,1
APARTMENT,PENTHOUSE,Brussels,Molenbeek-Saint-Jean,1080.0,850000.0,3,0,1.0,0.0,0,1.0,115.0,1.0,87.0,200.0,0.0,2.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Ixelles,1050.0,850000.0,7,0,1.0,0.0,1,0.0,0.0,1.0,0.0,350.0,180.0,2.0,0,1
HOUSE,HOUSE,Limburg,Gingelom,3890.0,850000.0,4,0,1.0,0.0,1,1.0,0.0,0.0,0.0,415.0,4051.0,4.0,0,1
HOUSE,HOUSE,Brussels,Evere,1140.0,850000.0,5,0,1.0,0.0,1,1.0,0.0,0.0,0.0,305.0,500.0,2.0,0,1
HOUSE,EXCEPTIONAL_PROPERTY,Antwerp,Merksem,2170.0,850000.0,5,0,0.0,0.0,0,0.0,0.0,1.0,3230.0,420.0,3653.0,4.0,1,0
HOUSE,HOUSE,Flemish Brabant,Beersel,1652.0,850000.0,5,0,1.0,0.0,1,1.0,0.0,1.0,0.0,249.0,1351.0,4.0,0,1
HOUSE,HOUSE,Brussels,Ixelles,1050.0,850000.0,7,0,1.0,0.0,1,0.0,0.0,1.0,0.0,350.0,180.0,2.0,0,1
HOUSE,HOUSE,Flemish Brabant,Kapelle-op-den-Bos,1880.0,850000.0,3,0,1.0,0.0,1,1.0,0.0,1.0,0.0,270.0,1471.0,3.0,0,1
HOUSE,MANSION,Antwerp,Mechelen,2800.0,850000.0,7,0,1.0,0.0,0,1.0,50.0,1.0,1060.0,370.0,1269.0,4.0,0,0
HOUSE,MIXED_USE_BUILDING,East Flanders,Aalst,9300.0,850000.0,8,0,1.0,0.0,0,1.0,0.0,0.0,0.0,1264.0,430.0,2.0,0,0
HOUSE,HOUSE,East Flanders,Drongen,9031.0,850000.0,4,0,0.0,0.0,1,0.0,0.0,0.0,0.0,260.0,1213.0,4.0,0,1
HOUSE,HOUSE,Luxembourg,Houdemont,6724.0,850000.0,5,0,1.0,0.0,1,0.0,0.0,1.0,0.0,347.0,1497.0,4.0,0,1
HOUSE,HOUSE,Brussels,Schaerbeek,1030.0,850000.0,5,0,1.0,0.0,0,1.0,15.0,0.0,0.0,314.0,265.0,2.0,0,0
APARTMENT,APARTMENT,Brussels,Elsene,1050.0,850000.0,3,0,1.0,0.0,0,1.0,14.0,0.0,0.0,154.0,0.0,3.0,0,1
HOUSE,HOUSE,Brussels,Evere,1140.0,850000.0,5,0,1.0,0.0,1,1.0,0.0,0.0,0.0,305.0,500.0,2.0,0,1
HOUSE,VILLA,Flemish Brabant,Overijse,3090.0,890000.0,4,0,1.0,0.0,0,1.0,35.0,1.0,730.0,250.0,840.0,4.0,0,1
APARTMENT,PENTHOUSE,Brussels,Molenbeek-Saint-Jean,1080.0,890000.0,3,0,1.0,0.0,0,1.0,80.0,0.0,0.0,185.0,0.0,2.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Molenbeek-Saint-Jean,1080.0,889000.0,9,0,0.0,0.0,0,0.0,0.0,0.0,0.0,450.0,150.0,2.0,0,1
APARTMENT,APARTMENT,West Flanders,Knokke-Heist,8300.0,875000.0,3,0,1.0,0.0,0,1.0,0.0,0.0,0.0,88.0,0.0,2.0,0,1
HOUSE,HOUSE,Luxembourg,Arlon,6700.0,875000.0,4,0,1.0,0.0,1,0.0,0.0,1.0,0.0,296.0,3853.0,4.0,0,1
HOUSE,APARTMENT_BLOCK,Brussels,Ganshoren,1083.0,875000.0,8,0,1.0,0.0,1,0.0,0.0,0.0,0.0,470.0,515.0,2.0,0,1
HOUSE,HOUSE,West Flanders,Kortrijk,8500.0,875000.0,5,0,1.0,0.0,0,1.0,70.0,1.0,370.0,529.0,652.0,2.0,0,1
APARTMENT,APARTMENT,Brussels,Uccle,1180.0,875000.0,3,0,1.0,0.0,0,1.0,20.0,0.0,0.0,181.0,0.0,2.0,0,1
